,brand,model,vehicle_age,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats,Owner_type,selling_price
389,Renault,Duster,6,68000,Diesel,Manual,19.87,1461,83.8,5,2,550000
391,Maruti,Swift Dzire,3,31500,Diesel,Automatic,28.4,1248,74.02,5,1,740000
392,Honda,Amaze,8,73000,Diesel,Manual,25.8,1498,98.6,5,1,325000
393,Hyundai,Grand,1,10000,Petrol,Automatic,20.7,1197,81.86,5,2,600000
395,Hyundai,i10,11,30000,Petrol,Manual,20.36,1197,78.9,5,2,300000
396,Maruti,Wagon R,5,83000,CNG,Manual,26.6,998,58.16,5,3,345000
398,Mahindra,XUV500,5,83000,Diesel,Manual,16.0,1997,140.0,7,1,1025000
400,Maruti,Swift,6,34000,Petrol,Manual,20.4,1197,81.8,5,1,400000
401,Honda,Amaze,7,45120,Diesel,Manual,25.8,1498,98.6,5,2,367000
402,Hyundai,Grand,2,15000,Petrol,Automatic,18.9,1197,81.86,5,2,535000
403,Maruti,Ertiga,2,15000,Petrol,Manual,19.34,1462,103.0,7,1,805000
405,Hyundai,i10,9,64000,Petrol,Manual,20.36,1197,78.9,5,1,250000
407,Maruti,Vitara,5,65000,Diesel,Manual,24.3,1248,88.5,5,2,675000
408,Maruti,Swift,6,84000,Diesel,Manual,28.4,1248,74.0,5,1,425000
409,Maruti,Alto,6,33000,Petrol,Manual,22.74,796,47.3,5,2,260000
410,Honda,City,5,55670,Petrol,Manual,17.8,1497,117.3,5,2,700000
411,Maruti,Baleno,4,50000,Diesel,Manual,27.39,1248,74.0,5,1,560000
414,Maruti,Ertiga,2,18000,Petrol,Manual,19.01,1462,103.26,7,1,800000
416,Hyundai,Grand,6,10000,Petrol,Manual,18.9,1197,82.0,5,2,350000
419,Maruti,Ertiga,3,50000,Petrol,Manual,17.5,1373,91.1,7,2,700000
420,Maruti,Swift Dzire,12,76963,Petrol,Manual,17.5,1298,85.8,5,1,230000
422,Maruti,Alto,5,45000,CNG,Manual,30.46,796,47.3,5,1,350000
423,Maruti,Baleno,3,25000,Diesel,Manual,27.39,1248,74.0,5,1,825000
424,Renault,KWID,3,10103,Petrol,Manual,25.17,799,53.3,5,1,325000
427,Maruti,Celerio,2,30000,Petrol,Manual,23.1,998,67.04,5,2,400000
429,Audi,A4,8,65000,Diesel,Automatic,16.55,1968,147.51,5,1,1200000
430,Hyundai,i20,6,35213,Diesel,Manual,22.54,1396,88.73,5,2,535000
431,Hyundai,Grand,6,35000,Petrol,Manual,18.9,1197,82.0,5,2,356000
433,Maruti,Eeco,3,34500,CNG,Manual,21.94,1196,61.7,5,2,360000
434,Maruti,Ertiga,4,50000,Diesel,Manual,24.52,1248,88.5,7,1,700000
435,Hyundai,Grand,5,30000,Petrol,Manual,18.9,1197,82.0,5,1,390000
438,Maruti,Wagon R,10,83000,Petrol,Manual,18.9,998,67.1,5,1,180000
439,Skoda,Rapid,7,70000,Petrol,Manual,15.0,1598,103.52,5,2,425000
440,Ford,Freestyle,2,50000,Petrol,Manual,19.0,1194,94.68,5,2,650000
441,Maruti,Swift,9,60000,Diesel,Manual,22.9,1248,74.0,5,1,400000
442,Honda,City,12,51000,Petrol,Manual,17.0,1497,118.0,5,2,275000
443,Maruti,Alto,10,40000,Petrol,Manual,19.7,796,46.3,5,3,170000
444,Skoda,Superb,11,100000,Petrol,Manual,13.14,1798,157.8,5,2,235000
446,Maruti,Alto,7,70000,Petrol,Manual,23.95,998,67.05,5,2,250000
447,Maruti,Swift,8,70000,Petrol,Manual,18.6,1197,85.8,5,2,350000
448,Hyundai,i20,5,50000,Petrol,Manual,18.6,1197,81.83,5,2,480000
449,Maruti,Swift Dzire,4,30000,Petrol,Automatic,21.21,1197,81.8,5,1,690000
450,Maruti,Ciaz,6,60000,Diesel,Manual,26.21,1248,88.5,5,1,670000
451,Maruti,Alto,10,50000,Petrol,Manual,20.92,998,67.1,5,2,250000
453,Hyundai,Verna,2,15000,Petrol,Manual,17.0,1591,121.3,5,1,1030000
454,Maruti,Wagon R,16,33650,Petrol,Manual,18.9,998,67.1,5,1,110000
455,Hyundai,i20,6,35000,Petrol,Manual,18.6,1197,81.83,5,3,470000
456,Maruti,Swift,6,30000,Petrol,Manual,20.4,1197,81.8,5,2,370000
457,Maruti,Celerio,3,100000,Petrol,Automatic,23.1,998,67.04,5,2,450000
458,Maruti,Wagon R,5,58000,CNG,Manual,26.2,998,58.2,5,1,275000
459,Maruti,Swift Dzire,2,4000,Petrol,Automatic,21.21,1197,81.8,5,1,731000
460,Maruti,Wagon R,5,60000,Petrol,Manual,20.51,998,67.04,5,1,380000
461,Tata,Nexon,3,60000,Diesel,Manual,21.5,1497,108.5,5,1,900000
462,Honda,Amaze,5,34000,Petrol,Manual,18.0,1198,86.7,5,1,500000
463,Datsun,GO,4,42000,Petrol,Manual,20.63,1198,67.06,5,1,330000
465,Hyundai,Verna,8,80000,Diesel,Manual,22.32,1582,126.3,5,1,540000
468,Ford,Ecosport,5,35200,Petrol,Automatic,14.7,1496,120.69,5,1,725000
469,Hyundai,i20,1,3700,Petrol,Manual,18.6,1197,81.86,5,1,765000
470,Maruti,Wagon R,5,25000,Petrol,Manual,20.51,998,67.04,5,1,380000
473,Maruti,Swift Dzire,2,15000,Petrol,Manual,21.21,1197,81.8,5,2,600000
474,Mahindra,XUV300,2,30000,Petrol,Manual,17.0,1197,110.0,5,1,1130000
475,Maruti,Swift Dzire,1,35000,Petrol,Manual,21.21,1197,81.8,5,1,670000
477,Honda,Amaze,6,70000,Diesel,Manual,25.8,1498,98.6,5,1,350000
478,Maruti,Swift Dzire,6,84003,Diesel,Manual,26.59,1248,74.0,5,2,530000
481,Maruti,Alto,8,31000,Petrol,Manual,20.92,998,67.1,5,1,230000
482,Ford,Ecosport,8,80000,Diesel,Manual,22.7,1498,89.84,5,2,475000
483,Tata,Nexon,2,6000,Petrol,Manual,17.0,1198,108.5,5,2,750000
485,Skoda,Superb,8,65000,Diesel,Manual,17.2,1968,138.1,5,1,499000
486,Honda,Jazz,4,30000,Petrol,Manual,18.7,1199,88.7,5,2,525000
487,Hyundai,i20,7,10000,Petrol,Manual,18.6,1197,81.83,5,1,535000
488,Maruti,Dzire VXI,5,62150,Petrol,Manual,23.26,1197,88.5,5,2,485000
490,Ford,Aspire,6,63000,Diesel,Manual,25.83,1498,99.0,5,2,475000
491,Hyundai,Grand,7,80000,Diesel,Manual,24.0,1120,70.0,5,2,300000
493,Maruti,Alto,5,71000,Petrol,Manual,24.7,796,47.3,5,1,299000
494,Maruti,Ertiga,4,52000,Diesel,Manual,24.52,1248,88.5,7,1,695000
495,Hyundai,i20,8,70000,Petrol,Manual,18.5,1197,82.85,5,1,400000
496,Hyundai,Grand,1,20000,Petrol,Manual,20.7,1197,81.86,5,2,650000
497,Hyundai,Grand,6,70000,Diesel,Manual,24.0,1120,70.0,5,1,455000
498,Maruti,Wagon R,13,100000,Petrol,Manual,18.9,1061,67.0,5,2,150000
499,Honda,Amaze,3,50000,Petrol,Manual,17.8,1198,86.7,5,3,550000
500,Hyundai,i20,6,67000,Diesel,Manual,22.54,1396,88.73,5,1,500000
501,Hyundai,Verna,8,70000,Diesel,Manual,22.32,1582,126.3,5,2,365000
502,Honda,Amaze,2,21100,Petrol,Automatic,18.1,1199,88.7,5,2,775000
503,Hyundai,Grand,6,50000,Petrol,Manual,18.9,1197,82.0,5,1,310000
504,Hyundai,Venue,2,27594,Petrol,Manual,18.27,998,118.35,5,2,995000
505,Hyundai,i10,9,70000,Petrol,Manual,19.81,1086,68.05,5,1,190000
507,Honda,WR-V,2,25000,Petrol,Manual,17.5,1199,88.7,5,1,906000
508,Ford,Ecosport,4,35000,Diesel,Manual,23.0,1498,98.96,5,1,785000
509,Maruti,Alto,10,11266,Petrol,Manual,20.92,998,67.1,5,1,235000
510,Maruti,XL6,2,12005,Petrol,Automatic,17.99,1462,103.2,6,2,1200000
512,Honda,City,10,119000,Petrol,Manual,17.0,1497,118.0,5,2,400000
514,Maruti,Baleno,2,11000,Petrol,Manual,21.4,1197,83.1,5,1,535000
515,Skoda,Rapid,5,47612,Diesel,Manual,21.13,1498,108.6,5,1,590000
516,Renault,KWID,5,41000,Petrol,Manual,25.17,799,53.3,5,1,235000
517,Hyundai,Creta,2,21000,Petrol,Manual,15.8,1591,121.3,5,1,1250000
518,Maruti,Wagon R,6,120000,Petrol,Manual,20.51,998,67.04,5,1,300000
520,Maruti,Swift,1,10000,Petrol,Manual,21.21,1197,81.8,5,1,615000
521,Renault,KWID,5,50000,Petrol,Manual,25.17,799,53.3,5,1,250000
523,Maruti,Swift Dzire,2,14000,Diesel,Manual,19.3,1248,73.9,5,2,725000
524,Renault,KWID,3,10000,Petrol,Manual,23.01,999,67.0,5,1,350000
525,Maruti,Wagon R,4,70000,Petrol,Manual,20.51,998,67.04,5,1,360000
526,Honda,City,6,70000,Diesel,Manual,25.1,1498,98.6,5,1,700000
528,Volkswagen,Polo,10,64471,Petrol,Manual,15.26,1598,103.5,5,1,285000
529,Maruti,Wagon R,17,50000,Petrol,Manual,18.9,998,67.1,5,2,62000
530,Maruti,Ignis,3,20000,Petrol,Automatic,20.89,1197,81.8,5,3,550000
531,Honda,Amaze,4,33869,Petrol,Manual,17.8,1198,86.7,5,1,527000
533,Maruti,Swift Dzire,7,70000,Petrol,Manual,19.1,1197,85.8,5,2,384000
534,Hyundai,i10,12,67000,Petrol,Manual,20.36,1197,78.9,5,2,210000
535,Maruti,Swift,6,50000,Diesel,Manual,25.2,1248,74.0,5,3,500000
536,Datsun,RediGO,3,20000,Petrol,Manual,22.7,799,53.64,5,2,210000
537,Hyundai,Verna,9,57000,Petrol,Manual,17.01,1591,121.3,5,1,425000
539,Maruti,Swift Dzire,3,80000,Diesel,Automatic,28.4,1248,74.02,5,2,495000
540,Maruti,Alto,5,50000,Petrol,Manual,24.7,796,47.3,5,1,220000
543,Maruti,Ciaz,4,60000,Petrol,Automatic,19.12,1373,91.1,5,1,715000
545,Maruti,Alto,1,5000,Petrol,Manual,22.05,796,47.3,5,2,350000
546,Renault,KWID,2,25000,Petrol,Manual,25.17,799,53.3,5,1,300000
547,Maruti,Alto,11,100000,Petrol,Manual,20.92,998,67.1,5,1,168000
550,Maruti,Swift Dzire,9,120000,Diesel,Manual,19.3,1248,73.9,5,2,350000
551,Hyundai,Verna,8,76300,Diesel,Manual,22.32,1582,126.32,5,2,480000
552,Renault,KWID,2,10000,Petrol,Automatic,24.04,999,67.0,5,2,400000
553,Hyundai,Grand,2,36000,Petrol,Manual,18.9,1197,81.86,5,1,495000
554,Mahindra,KUV,5,26000,Petrol,Manual,18.15,1198,82.0,6,1,420000
555,Maruti,Swift Dzire,3,100000,Diesel,Manual,23.4,1248,74.0,5,1,531000
556,Ford,Ecosport,2,4000,Petrol,Manual,17.0,1497,121.36,5,1,800000
557,Maruti,Swift Dzire,6,86000,Diesel,Manual,26.59,1248,74.0,5,1,550000
558,Volkswagen,Vento,9,81000,Diesel,Manual,20.54,1598,103.6,5,2,465000
559,Maruti,Alto,9,41321,Petrol,Manual,19.7,796,46.3,5,2,185000
561,Honda,City,12,75000,Petrol,Manual,16.9,1497,100.0,5,2,340000
562,Maruti,Wagon R,12,113000,Petrol,Manual,21.79,998,67.05,5,3,135000
563,Hyundai,Verna,3,15000,Diesel,Automatic,19.08,1582,126.2,5,3,1225000
564,Honda,Amaze,6,16942,Petrol,Manual,18.0,1198,86.7,5,1,439000
565,Honda,Jazz,5,29484,Petrol,Manual,18.7,1199,88.7,5,2,465000
566,Maruti,Swift Dzire,6,84405,Diesel,Manual,26.59,1248,74.0,5,1,530000
567,Maruti,Swift Dzire,4,30000,Petrol,Manual,21.21,1197,81.8,5,2,650000
568,Maruti,Swift,4,14838,Petrol,Manual,22.0,1197,81.8,5,1,525000
569,Honda,City,3,31318,Petrol,Manual,17.8,1497,117.3,5,1,885000
570,Maruti,Wagon R,14,63000,Petrol,Manual,21.79,998,67.05,5,1,120000
572,Maruti,Vitara,5,50000,Diesel,Manual,24.3,1248,88.5,5,2,810000
573,Maruti,Swift Dzire,9,74600,Diesel,Manual,19.3,1248,73.9,5,1,410000
575,Maruti,Swift Dzire,6,66000,Petrol,Manual,20.85,1197,83.14,5,3,400000
576,Honda,City,3,31543,Petrol,Manual,16.8,1497,116.3,5,2,875000
578,Maruti,Swift,7,60000,Diesel,Manual,25.2,1248,74.0,5,1,450000
579,Honda,City,6,50000,Diesel,Manual,25.1,1498,98.6,5,2,700000
581,Maruti,Swift Dzire,9,60000,Petrol,Manual,17.5,1197,85.8,5,2,350000
582,Maruti,Celerio,3,18000,Petrol,Manual,21.63,998,67.0,5,2,460000
583,Maruti,Alto,10,35000,Petrol,Manual,20.92,998,67.1,5,1,220000
584,Hyundai,Creta,4,48000,Diesel,Manual,19.67,1582,126.2,5,2,990000
585,Mahindra,Scorpio,5,50000,Diesel,Manual,15.4,1997,120.0,7,1,950000
587,Maruti,Eeco,9,20000,CNG,Manual,15.1,1196,73.0,5,2,220000
589,Volkswagen,Vento,6,53837,Petrol,Automatic,16.93,1197,103.2,5,1,575000
591,Maruti,Swift,8,32000,Petrol,Manual,18.6,1197,85.8,5,2,475000
592,Renault,Triber,1,1784,Petrol,Manual,20.0,999,71.0,7,2,660000
593,BMW,3,10,98955,Diesel,Automatic,13.2,1995,170.0,5,1,575000
595,Hyundai,Creta,3,39000,Petrol,Automatic,13.0,1591,121.3,5,2,1250000
596,Mahindra,KUV,5,78000,Diesel,Manual,25.32,1198,77.0,6,1,425000
597,Datsun,GO,5,58000,Petrol,Manual,19.44,1198,67.0,7,1,460000
599,Volkswagen,Polo,11,60000,Petrol,Manual,16.47,1198,73.9,5,1,200000
600,Maruti,Alto,8,76000,Petrol,Manual,20.92,998,67.1,5,3,211000
601,Maruti,Ertiga,6,51000,Diesel,Manual,20.77,1248,88.76,7,2,600000
603,Maruti,Alto,10,55780,Petrol,Manual,20.92,998,67.1,5,2,220000
604,Mahindra,Scorpio,4,100000,Diesel,Manual,15.4,1997,120.0,7,2,880000
605,Hyundai,i10,9,73000,Petrol,Manual,19.81,1086,68.05,5,1,240000
607,Tata,Tiago,4,42000,Diesel,Manual,27.28,1047,69.0,5,1,435000
608,Maruti,Alto,14,52235,Petrol,Manual,19.7,796,46.3,5,1,110000
609,Renault,Duster,7,56000,Diesel,Manual,20.45,1461,83.8,5,3,450000
610,Maruti,Alto,9,37000,Petrol,Manual,20.92,998,67.1,5,2,250000
611,Maruti,Swift Dzire,8,70000,Diesel,Manual,23.4,1248,74.0,5,2,385000
613,Maruti,Eeco,3,22000,CNG,Manual,21.94,1196,61.7,5,2,480000
614,Honda,Amaze,6,41604,Petrol,Manual,18.0,1198,86.7,5,1,400000
615,Maruti,Ciaz,4,70000,Diesel,Manual,26.32,1498,93.87,5,2,650000
617,Ford,Ecosport,4,39884,Diesel,Manual,23.0,1498,98.96,5,2,880000
618,Datsun,RediGO,4,40000,Petrol,Manual,22.5,999,67.0,5,1,295000
620,Hyundai,i10,12,67000,Petrol,Manual,19.81,1086,68.05,5,2,150000
621,Honda,Amaze,3,25000,Petrol,Automatic,18.1,1199,88.7,5,3,550000
623,Honda,Amaze,8,75000,Diesel,Manual,25.8,1498,98.6,5,2,325000
625,Ford,Ecosport,6,58000,Diesel,Manual,23.0,1498,98.96,5,2,570000
626,Renault,KWID,3,22000,Petrol,Manual,23.01,999,67.0,5,2,306000
627,Maruti,Celerio,5,62000,Petrol,Automatic,23.1,998,67.04,5,1,415000
629,Maruti,Swift,9,41000,Petrol,Manual,18.6,1197,85.8,5,1,300000
630,Maruti,Ertiga,9,65000,Diesel,Manual,20.77,1248,88.76,7,2,430000
631,Maruti,Alto,5,10000,Petrol,Manual,23.95,998,67.05,5,2,315000
632,Honda,City,7,55000,Diesel,Manual,26.0,1498,98.6,5,1,549000
633,Maruti,Swift Dzire,5,47000,Petrol,Manual,22.0,1197,81.8,5,2,475000
635,Maruti,Ciaz,5,20500,Petrol,Automatic,19.12,1373,91.1,5,2,795000
636,Hyundai,i20,5,30000,Diesel,Manual,22.54,1396,88.73,5,1,820000
638,Datsun,GO,3,68000,Petrol,Manual,19.83,1198,67.0,5,2,370000
639,Maruti,Swift,7,90000,Diesel,Manual,25.2,1248,74.0,5,1,350000
641,Maruti,Swift,2,14499,Petrol,Manual,22.0,1197,81.8,5,1,535000
642,Hyundai,Venue,2,34000,Petrol,Automatic,18.15,998,118.35,5,1,1050000
643,Tata,Tiago,5,17500,Diesel,Manual,27.28,1047,69.0,5,1,400000
644,Maruti,Eeco,6,39900,CNG,Manual,15.1,1196,73.0,5,1,275000
645,Maruti,Alto,16,120000,Petrol,Manual,19.7,796,46.3,5,2,95000
647,Maruti,Swift Dzire,8,90000,Diesel,Manual,23.4,1248,74.0,5,1,400000
648,Maruti,Alto,16,40000,Petrol,Manual,19.7,796,46.3,5,2,121000
649,Maruti,Swift Dzire,7,40000,Petrol,Manual,19.1,1197,85.8,5,3,550000
650,Hyundai,Grand,3,10000,Petrol,Manual,18.9,1197,81.86,5,2,510000
651,Maruti,Baleno,3,10000,Petrol,Automatic,21.4,1197,83.1,5,1,800000
652,Maruti,Swift,2,30000,Petrol,Manual,21.21,1197,81.8,5,1,592000
653,Honda,Amaze,2,4717,Petrol,Automatic,19.0,1199,88.76,5,1,785000
654,Maruti,Ciaz,5,30000,Petrol,Manual,20.73,1373,91.1,5,1,625000
656,Maruti,Swift,4,90000,Diesel,Manual,28.4,1248,74.0,5,2,620000
657,Honda,City,7,100000,Diesel,Manual,26.0,1498,98.6,5,1,570000
660,Hyundai,Creta,3,71000,Diesel,Manual,19.67,1582,126.2,5,1,1100000
661,Ford,Ecosport,6,61000,Petrol,Manual,15.8,1499,110.0,5,1,525000
662,Honda,Jazz,9,58000,Petrol,Manual,16.7,1198,88.8,5,2,320000
663,Honda,Jazz,5,23000,Diesel,Manual,27.3,1498,98.6,5,2,525000
664,Maruti,Alto,6,20000,Petrol,Manual,23.95,998,67.05,5,1,275000
665,Hyundai,Elantra,8,56000,Diesel,Automatic,19.5,1582,126.24,5,2,590000
666,Maruti,Baleno,5,33000,Diesel,Manual,27.39,1248,74.0,5,2,510000
669,Maruti,Swift Dzire,7,60000,Diesel,Manual,23.4,1248,74.0,5,2,400000
670,Honda,City,5,70333,Petrol,Manual,17.8,1497,117.3,5,2,700000
671,Hyundai,i20,4,90000,Petrol,Manual,18.6,1197,81.83,5,1,500000
673,Maruti,Swift Dzire,5,120000,Diesel,Manual,26.59,1248,74.0,5,2,568000
674,Toyota,Yaris,2,5000,Petrol,Automatic,17.8,1496,105.5,5,1,1000000
676,Hyundai,i20,6,25000,Petrol,Manual,18.6,1197,81.83,5,1,475000
677,Skoda,Superb,10,92000,Petrol,Manual,13.14,1798,157.8,5,2,350000
678,Volkswagen,Polo,7,51000,Diesel,Manual,20.14,1498,88.8,5,2,395000
680,Tata,Tiago,4,35000,Diesel,Manual,27.28,1047,69.0,5,2,450000
681,Maruti,Celerio,3,24000,Petrol,Manual,21.63,998,67.04,5,1,495000
682,Renault,Duster,8,70000,Diesel,Manual,19.01,1461,108.45,5,1,500000
685,Maruti,Vitara,4,36000,Diesel,Manual,24.3,1248,88.5,5,2,710000
686,Tata,Tiago,3,110000,Petrol,Manual,23.84,1199,84.0,5,1,400000
687,Tata,Tiago,4,1000,Petrol,Manual,23.84,1199,84.0,5,1,470000
688,Maruti,Vitara,3,24525,Diesel,Manual,24.3,1248,88.5,5,1,795000
689,Honda,City,4,32440,Petrol,Manual,17.4,1497,117.6,5,1,785000
690,Hyundai,i10,10,70000,Petrol,Manual,19.81,1086,68.05,5,1,250000
691,Datsun,RediGO,3,30000,Petrol,Manual,22.5,999,67.0,5,2,270000
692,Volkswagen,Vento,3,23268,Diesel,Manual,22.27,1498,108.6,5,1,914000
696,Maruti,Swift,3,50000,Petrol,Manual,21.21,1197,81.8,5,1,540000
699,Honda,City,10,60000,Petrol,Manual,17.0,1497,118.0,5,2,350000
700,Maruti,Alto,5,10000,Petrol,Manual,23.95,998,67.05,5,2,300000
701,Honda,City,7,110000,Diesel,Manual,25.1,1498,98.6,5,1,550000
703,Maruti,Ertiga,2,20000,Petrol,Manual,19.34,1462,103.0,7,1,740000
705,Tata,Tiago,3,15000,Petrol,Manual,23.84,1199,84.0,5,2,450000
706,Hyundai,Verna,4,15000,Petrol,Automatic,15.74,1591,121.3,5,1,750000
707,Maruti,Swift,6,90000,Diesel,Manual,25.2,1248,74.0,5,1,520000
708,Maruti,Swift,8,73695,Petrol,Manual,18.6,1197,85.8,5,2,345000
709,Hyundai,i10,12,100000,Petrol,Manual,19.81,1086,68.05,5,2,215000
710,Hyundai,Verna,11,10000,Petrol,Manual,16.2,1599,103.2,5,3,370000
711,Maruti,Alto,7,14971,Petrol,Manual,22.74,796,47.3,5,3,230000
712,Honda,City,2,16000,Petrol,Manual,17.4,1497,117.6,5,2,1075000
714,Ford,Figo,3,64000,Diesel,Manual,24.4,1499,98.96,5,2,550000
715,Tata,Tigor,4,25000,Diesel,Manual,24.7,1047,69.0,5,1,600000
716,Maruti,Ciaz,6,37006,Diesel,Manual,26.21,1248,88.5,5,1,525000
717,Maruti,Wagon R,7,50000,Petrol,Manual,20.51,998,67.04,5,2,350000
718,Maruti,Swift Dzire,12,94000,Diesel,Manual,19.3,1248,73.9,5,2,255000
723,Maruti,Wagon R,6,38546,Petrol,Manual,20.51,998,67.04,5,2,330000
724,Skoda,Rapid,4,18000,Petrol,Automatic,14.84,1598,103.2,5,2,850000
725,Ford,Figo,6,34500,Petrol,Manual,15.6,1196,70.0,5,1,335000
726,Maruti,Swift Dzire,3,43000,Petrol,Automatic,21.21,1197,81.8,5,2,610000
727,Maruti,Baleno,3,20000,Petrol,Automatic,21.4,1197,83.1,5,1,834000
728,Ford,Figo,10,100000,Diesel,Manual,20.0,1399,68.0,5,1,170000
729,Maruti,Vitara,3,40000,Diesel,Manual,24.3,1248,88.5,5,2,900000
730,Honda,City,7,120000,Diesel,Manual,26.0,1498,98.6,5,1,450000
731,Maruti,Ertiga,2,25000,Petrol,Automatic,18.69,1462,103.0,7,2,900000
732,Volkswagen,Vento,10,98000,Petrol,Manual,15.04,1598,103.6,5,1,360000
733,Honda,Jazz,5,66000,Petrol,Manual,16.0,1198,90.0,5,2,530000
737,Hyundai,Creta,3,60000,Diesel,Manual,19.67,1582,126.2,5,2,1000000
738,Maruti,Alto,17,80000,Petrol,Manual,19.7,796,46.3,5,1,80000
739,Maruti,Eeco,6,60000,CNG,Manual,20.0,1196,63.0,5,3,250000
740,Maruti,Wagon R,5,35000,Petrol,Manual,21.5,1197,81.8,5,2,390000
742,Hyundai,Verna,13,80000,Petrol,Manual,13.9,1599,103.2,5,2,130000
743,Maruti,Swift Dzire,4,100000,Diesel,Manual,26.59,1248,74.0,5,3,450000
744,Mercedes-Benz,C-Class,8,35400,Diesel,Automatic,14.84,2143,167.62,5,1,1385000
746,Maruti,Swift,5,37000,Petrol,Manual,18.6,1197,85.8,5,1,495000
747,Honda,WR-V,4,10000,Petrol,Manual,17.5,1199,88.7,5,1,800000
748,Renault,KWID,4,40000,Petrol,Manual,23.01,999,67.0,5,1,260000
749,Maruti,Alto,18,120000,Petrol,Manual,19.7,796,46.3,5,1,65000
750,Hyundai,Grand,5,60000,Petrol,Manual,18.9,1197,82.0,5,3,460000
751,Hyundai,i20,7,100000,Diesel,Manual,21.9,1396,88.76,5,1,450000
752,Maruti,Wagon R,14,55000,Petrol,Manual,18.9,1061,67.0,5,2,105000
754,Ford,Ecosport,5,67000,Diesel,Manual,22.77,1498,98.59,5,1,525000
755,Renault,KWID,4,10000,Petrol,Automatic,24.04,999,67.0,5,1,341000
756,Hyundai,Creta,5,20699,Petrol,Manual,15.29,1591,121.3,5,1,775000
758,Honda,Amaze,7,89000,Diesel,Manual,25.8,1498,98.6,5,2,320000
759,Skoda,Rapid,4,59000,Petrol,Automatic,14.3,1598,103.6,5,2,599000
761,Maruti,Swift,4,68791,Diesel,Manual,25.2,1248,74.0,5,2,510000
762,Maruti,Alto,2,10300,Petrol,Manual,24.7,796,47.3,5,1,300000
763,Maruti,Ertiga,2,25000,Diesel,Manual,25.47,1248,88.5,7,1,1100000
764,Maruti,Swift Dzire,7,36000,Petrol,Manual,17.5,1197,85.8,5,1,435000
765,Honda,Jazz,10,60000,Petrol,Manual,16.0,1198,90.0,5,2,320000
766,Maruti,Alto,5,25000,Petrol,Manual,23.95,998,67.05,5,2,350000
769,Maruti,Swift Dzire,8,70000,Diesel,Manual,23.4,1248,74.0,5,1,550000
770,Hyundai,Verna,6,90000,Diesel,Manual,23.9,1582,126.2,5,2,525000
771,Hyundai,Verna,9,96000,Diesel,Manual,22.32,1582,126.32,5,2,415000
772,Maruti,Alto,6,90000,Petrol,Manual,22.74,796,47.3,5,2,200000
773,Maruti,Ertiga,4,41000,Petrol,Manual,16.02,1373,93.7,7,2,695000
774,Hyundai,i10,13,30000,Petrol,Manual,19.81,1086,68.05,5,1,160000
775,Hyundai,i10,10,29000,Petrol,Manual,20.36,1197,78.9,5,3,235000
776,Maruti,Wagon R,9,59000,Petrol,Manual,18.9,998,67.1,5,2,300000
777,Hyundai,i20,3,12000,Petrol,Manual,17.19,1197,81.86,5,2,600000
778,Maruti,Wagon R,3,45874,CNG,Manual,26.6,998,58.16,5,1,357000
779,Honda,Amaze,5,100000,Diesel,Manual,25.8,1498,98.6,5,1,320000
780,Ford,Figo,10,10000,Diesel,Manual,20.0,1399,68.0,5,1,250000
781,Maruti,Ciaz,4,40000,Petrol,Automatic,19.12,1373,91.1,5,2,770000
782,Mahindra,XUV300,2,25000,Petrol,Manual,17.0,1197,110.0,5,1,1140000
784,Ford,Ecosport,4,40000,Petrol,Manual,15.85,1499,110.4,5,2,700000
785,Maruti,Swift Dzire,8,65000,Diesel,Manual,23.4,1248,74.0,5,1,480000
786,Hyundai,i20,4,45000,Petrol,Manual,18.6,1197,81.83,5,2,600000
787,Maruti,Swift,7,80000,Diesel,Manual,25.2,1248,74.0,5,1,410000
788,Honda,City,5,60000,Diesel,Manual,26.0,1498,98.6,5,2,750000
789,Maruti,Baleno,6,38819,Petrol,Manual,21.4,1197,83.1,5,1,510000
790,Honda,WR-V,2,5700,Petrol,Manual,17.5,1199,88.7,5,2,875000
791,Maruti,Baleno,4,24000,Petrol,Manual,21.4,1197,83.1,5,1,565000
792,Maruti,Wagon R,7,50000,Petrol,Manual,20.51,998,67.04,5,1,295000
793,Tata,Tiago,4,35000,Petrol,Manual,23.84,1199,84.0,5,2,380000
796,Hyundai,Verna,8,59867,Diesel,Manual,22.32,1582,126.32,5,2,450000
797,Maruti,S-Presso,2,8400,Petrol,Manual,21.7,998,67.0,5,2,420000
798,Maruti,Celerio,7,9000,Petrol,Automatic,23.1,998,67.04,5,1,360000
799,Maruti,Celerio,6,17000,Petrol,Automatic,23.1,998,67.04,5,2,425000
801,Volkswagen,Polo,9,35000,Diesel,Manual,22.07,1199,73.9,5,2,290000
802,Honda,Amaze,2,25000,Petrol,Manual,18.6,1199,88.76,5,2,640000
803,Maruti,Wagon R,16,90000,Petrol,Manual,14.0,1061,64.0,5,1,80000
805,Maruti,Swift Dzire,5,40000,Diesel,Manual,26.59,1248,74.0,5,2,550000
806,Maruti,Swift Dzire,7,78916,Diesel,Manual,23.4,1248,74.0,5,1,300000
807,Hyundai,Verna,4,19000,Petrol,Manual,17.0,1591,121.3,5,2,900000
808,Maruti,Swift,13,75900,Petrol,Manual,16.1,1298,88.2,5,1,240000
809,Hyundai,i20,4,33230,Petrol,Manual,18.6,1197,81.83,5,3,655000
810,Ford,Figo,6,58000,Petrol,Manual,18.16,1196,86.8,5,1,290000
